household_id,type,people,rooms,date,day_of_year,outside_temp_c,daily_consumption_kwh,peak_power_kw
H025,Residential,6,7,2023-05-03,123,24.5,9.5,1.02
H025,Residential,6,7,2023-05-04,124,27.9,9.92,1.16
H025,Residential,6,7,2023-05-05,125,27.0,11.32,1.16
H025,Residential,6,7,2023-05-06,126,26.2,9.72,0.97
H025,Residential,6,7,2023-05-07,127,26.5,9.98,1.13
H025,Residential,6,7,2023-05-08,128,25.5,10.99,1.15
H025,Residential,6,7,2023-05-09,129,27.5,10.1,1.11
H025,Residential,6,7,2023-05-10,130,26.0,11.2,1.14
H025,Residential,6,7,2023-05-11,131,24.7,10.85,1.09
H025,Residential,6,7,2023-05-12,132,24.7,10.09,1.12
H025,Residential,6,7,2023-05-13,133,27.4,10.62,1.17
H025,Residential,6,7,2023-05-14,134,30.0,12.35,1.25
H025,Residential,6,7,2023-05-15,135,27.5,11.37,1.08
H025,Residential,6,7,2023-05-16,136,27.1,11.22,1.01
H025,Residential,6,7,2023-05-17,137,27.9,11.01,1.01
H025,Residential,6,7,2023-05-18,138,29.8,9.96,0.98
H025,Residential,6,7,2023-05-19,139,28.0,10.33,1.1
H025,Residential,6,7,2023-05-20,140,26.9,8.74,0.79
H025,Residential,6,7,2023-05-21,141,29.7,10.25,0.93
H025,Residential,6,7,2023-05-22,142,28.5,10.27,1.1
H025,Residential,6,7,2023-05-23,143,30.6,11.61,1.36
H025,Residential,6,7,2023-05-24,144,28.2,10.29,1.17
H025,Residential,6,7,2023-05-25,145,25.7,11.81,1.05
H025,Residential,6,7,2023-05-26,146,25.5,10.67,1.15
H025,Residential,6,7,2023-05-27,147,31.0,11.77,1.32
H025,Residential,6,7,2023-05-28,148,31.2,11.04,1.1
H025,Residential,6,7,2023-05-29,149,27.8,11.72,1.2
H025,Residential,6,7,2023-05-30,150,27.5,12.27,1.31
H025,Residential,6,7,2023-05-31,151,30.9,9.95,1.08
H025,Residential,6,7,2023-06-01,152,26.3,12.88,1.38
H025,Residential,6,7,2023-06-02,153,26.7,10.01,1.1
H025,Residential,6,7,2023-06-03,154,29.5,11.29,1.2
H025,Residential,6,7,2023-06-04,155,27.6,10.37,1.03
H025,Residential,6,7,2023-06-05,156,28.4,12.6,1.27
H025,Residential,6,7,2023-06-06,157,28.1,9.79,0.96
H025,Residential,6,7,2023-06-07,158,29.0,11.74,1.18
H025,Residential,6,7,2023-06-08,159,31.0,8.61,0.94
H025,Residential,6,7,2023-06-09,160,28.6,11.84,1.16
H025,Residential,6,7,2023-06-10,161,29.6,11.28,1.28
H025,Residential,6,7,2023-06-11,162,24.8,10.54,1.01
H025,Residential,6,7,2023-06-12,163,28.4,10.19,1.08
H025,Residential,6,7,2023-06-13,164,27.0,10.88,1.21
H025,Residential,6,7,2023-06-14,165,26.3,10.56,1.14
H025,Residential,6,7,2023-06-15,166,26.9,9.32,0.83
H025,Residential,6,7,2023-06-16,167,27.9,10.09,1.06
H025,Residential,6,7,2023-06-17,168,30.1,12.42,1.22
H025,Residential,6,7,2023-06-18,169,26.1,10.51,0.98
H025,Residential,6,7,2023-06-19,170,28.5,10.08,1.07
H025,Residential,6,7,2023-06-20,171,27.6,11.0,1.03
H025,Residential,6,7,2023-06-21,172,27.8,11.49,1.22
H025,Residential,6,7,2023-06-22,173,30.2,11.68,1.36
H025,Residential,6,7,2023-06-23,174,29.4,11.32,1.21
H025,Residential,6,7,2023-06-24,175,30.8,12.98,1.33
H025,Residential,6,7,2023-06-25,176,28.1,11.0,1.13
H025,Residential,6,7,2023-06-26,177,27.0,10.69,1.2
H025,Residential,6,7,2023-06-27,178,27.9,11.91,1.21
H025,Residential,6,7,2023-06-28,179,28.7,10.17,1.02
H025,Residential,6,7,2023-06-29,180,28.5,10.51,1.01
H025,Residential,6,7,2023-06-30,181,26.2,9.21,0.89
H025,Residential,6,7,2023-07-01,182,28.3,13.58,1.52
H025,Residential,6,7,2023-07-02,183,28.5,13.23,1.32
H025,Residential,6,7,2023-07-03,184,32.5,11.04,1.2
H025,Residential,6,7,2023-07-04,185,31.3,11.93,1.31
H025,Residential,6,7,2023-07-05,186,26.4,11.72,1.13
H025,Residential,6,7,2023-07-06,187,27.3,11.16,1.09
H025,Residential,6,7,2023-07-07,188,25.1,12.28,1.34
H025,Residential,6,7,2023-07-08,189,26.6,10.04,1.06
H025,Residential,6,7,2023-07-09,190,28.2,10.75,1.1
H025,Residential,6,7,2023-07-10,191,29.7,8.66,0.94
H025,Residential,6,7,2023-07-11,192,26.2,9.84,1.11
H025,Residential,6,7,2023-07-12,193,26.2,9.17,0.95
H025,Residential,6,7,2023-07-13,194,23.5,8.94,0.89
H025,Residential,6,7,2023-07-14,195,27.0,10.41,1.09
H025,Residential,6,7,2023-07-15,196,25.3,11.92,1.16
H025,Residential,6,7,2023-07-16,197,26.1,10.22,1.08
H025,Residential,6,7,2023-07-17,198,25.4,10.35,1.08
H025,Residential,6,7,2023-07-18,199,26.7,10.15,0.99
H025,Residential,6,7,2023-07-19,200,23.7,11.1,1.12
H025,Residential,6,7,2023-07-20,201,24.1,10.29,1.04
H025,Residential,6,7,2023-07-21,202,30.5,9.89,1.09
H025,Residential,6,7,2023-07-22,203,24.2,12.57,1.22
H025,Residential,6,7,2023-07-23,204,24.5,9.99,0.97
H025,Residential,6,7,2023-07-24,205,29.6,9.56,0.97
H025,Residential,6,7,2023-07-25,206,31.5,11.93,1.3
H025,Residential,6,7,2023-07-26,207,24.0,9.11,1.0
H025,Residential,6,7,2023-07-27,208,25.4,12.3,1.31
H025,Residential,6,7,2023-07-28,209,26.5,9.83,1.08
H025,Residential,6,7,2023-07-29,210,28.9,11.59,1.32
H025,Residential,6,7,2023-07-30,211,23.9,9.86,1.04
H025,Residential,6,7,2023-07-31,212,25.1,10.96,1.07
H025,Residential,6,7,2023-08-01,213,26.8,10.38,1.07
H025,Residential,6,7,2023-08-02,214,26.1,9.87,0.92
H025,Residential,6,7,2023-08-03,215,24.5,9.19,0.99
H025,Residential,6,7,2023-08-04,216,24.8,10.36,1.04
H025,Residential,6,7,2023-08-05,217,22.5,12.04,1.27
H025,Residential,6,7,2023-08-06,218,24.4,11.69,1.21
H025,Residential,6,7,2023-08-07,219,24.2,10.16,1.03
H025,Residential,6,7,2023-08-08,220,25.0,10.17,1.08
H025,Residential,6,7,2023-08-09,221,23.4,10.76,1.11
H025,Residential,6,7,2023-08-10,222,25.1,10.95,1.08
H025,Residential,6,7,2023-08-11,223,26.0,10.95,1.04
H025,Residential,6,7,2023-08-12,224,24.3,11.0,1.18
H025,Residential,6,7,2023-08-13,225,24.5,10.55,0.99
H025,Residential,6,7,2023-08-14,226,23.8,10.64,1.27
H025,Residential,6,7,2023-08-15,227,23.6,8.31,0.95
H025,Residential,6,7,2023-08-16,228,22.1,10.51,0.96
H025,Residential,6,7,2023-08-17,229,23.9,11.81,1.29
H025,Residential,6,7,2023-08-18,230,23.0,12.48,1.42
H025,Residential,6,7,2023-08-19,231,26.8,12.85,1.28
H025,Residential,6,7,2023-08-20,232,25.7,11.05,1.18
H025,Residential,6,7,2023-08-21,233,23.4,9.65,0.99
H025,Residential,6,7,2023-08-22,234,21.2,10.35,1.14
H025,Residential,6,7,2023-08-23,235,20.4,10.12,1.02
H025,Residential,6,7,2023-08-24,236,24.4,9.41,1.06
H025,Residential,6,7,2023-08-25,237,22.6,9.92,1.02
H025,Residential,6,7,2023-08-26,238,22.8,10.66,1.08
H025,Residential,6,7,2023-08-27,239,18.6,9.42,1.03
H025,Residential,6,7,2023-08-28,240,23.3,11.97,1.34
H025,Residential,6,7,2023-08-29,241,22.3,11.62,0.98
H025,Residential,6,7,2023-08-30,242,19.3,10.9,0.87
H025,Residential,6,7,2023-08-31,243,20.3,11.37,1.22
H025,Residential,6,7,2023-09-01,244,21.5,11.28,1.11
H025,Residential,6,7,2023-09-02,245,20.9,10.65,0.99
H025,Residential,6,7,2023-09-03,246,20.1,12.92,1.31
H025,Residential,6,7,2023-09-04,247,20.3,10.11,1.3
H025,Residential,6,7,2023-09-05,248,19.9,9.12,0.85
H025,Residential,6,7,2023-09-06,249,20.5,11.13,1.24
H025,Residential,6,7,2023-09-07,250,22.7,11.57,1.13
H025,Residential,6,7,2023-09-08,251,15.2,11.21,1.03
H025,Residential,6,7,2023-09-09,252,19.3,12.93,1.28
H025,Residential,6,7,2023-09-10,253,19.8,11.15,1.03
H025,Residential,6,7,2023-09-11,254,19.9,10.05,0.92
H025,Residential,6,7,2023-09-12,255,18.5,10.3,1.01
H025,Residential,6,7,2023-09-13,256,15.9,11.54,1.1
H025,Residential,6,7,2023-09-14,257,19.5,11.04,1.14
H025,Residential,6,7,2023-09-15,258,21.8,12.28,1.3
H025,Residential,6,7,2023-09-16,259,15.8,12.96,1.27
H025,Residential,6,7,2023-09-17,260,19.9,10.9,1.19
H025,Residential,6,7,2023-09-18,261,17.6,12.76,1.26
H025,Residential,6,7,2023-09-19,262,18.0,11.32,1.16
H025,Residential,6,7,2023-09-20,263,16.0,15.34,1.32
H025,Residential,6,7,2023-09-21,264,17.1,11.81,1.24
H025,Residential,6,7,2023-09-22,265,19.9,13.18,1.62
H025,Residential,6,7,2023-09-23,266,18.5,12.62,1.4
H025,Residential,6,7,2023-09-24,267,20.4,10.36,1.06
H025,Residential,6,7,2023-09-25,268,19.2,11.3,1.07
H025,Residential,6,7,2023-09-26,269,17.7,12.64,1.49
H025,Residential,6,7,2023-09-27,270,19.9,13.66,1.4
H025,Residential,6,7,2023-09-28,271,17.4,13.71,1.35
H025,Residential,6,7,2023-09-29,272,17.9,11.21,1.11
H025,Residential,6,7,2023-09-30,273,15.8,14.56,1.77
H025,Residential,6,7,2023-10-01,274,16.3,14.56,1.5
H025,Residential,6,7,2023-10-02,275,14.7,14.52,1.57
H025,Residential,6,7,2023-10-03,276,17.6,12.51,1.28
H025,Residential,6,7,2023-10-04,277,13.6,14.29,1.48
H025,Residential,6,7,2023-10-05,278,16.9,13.33,1.34
H025,Residential,6,7,2023-10-06,279,15.0,15.62,1.81
H025,Residential,6,7,2023-10-07,280,17.3,16.02,1.67
H025,Residential,6,7,2023-10-08,281,16.4,14.12,1.31
H025,Residential,6,7,2023-10-09,282,18.2,12.99,1.4
H025,Residential,6,7,2023-10-10,283,16.1,11.28,1.16
H025,Residential,6,7,2023-10-11,284,11.8,12.76,1.37
H025,Residential,6,7,2023-10-12,285,14.4,12.04,1.22
H025,Residential,6,7,2023-10-13,286,12.2,11.88,1.18
H025,Residential,6,7,2023-10-14,287,13.3,15.26,1.7
H025,Residential,6,7,2023-10-15,288,16.8,10.27,1.23
H025,Residential,6,7,2023-10-16,289,15.1,13.09,1.16
H025,Residential,6,7,2023-10-17,290,12.5,9.69,1.02
H025,Residential,6,7,2023-10-18,291,11.8,12.32,1.23
H025,Residential,6,7,2023-10-19,292,13.6,11.64,1.12
H025,Residential,6,7,2023-10-20,293,11.2,13.18,1.14
H025,Residential,6,7,2023-10-21,294,12.0,12.74,1.37
H025,Residential,6,7,2023-10-22,295,13.7,13.68,1.37
H025,Residential,6,7,2023-10-23,296,15.1,11.31,1.13
H025,Residential,6,7,2023-10-24,297,14.0,10.69,1.22
H025,Residential,6,7,2023-10-25,298,8.6,12.55,1.26
H025,Residential,6,7,2023-10-26,299,13.2,11.6,1.16
H025,Residential,6,7,2023-10-27,300,12.6,13.28,1.24
H025,Residential,6,7,2023-10-28,301,13.1,13.98,1.35
H025,Residential,6,7,2023-10-29,302,15.2,10.17,1.18
H025,Residential,6,7,2023-10-30,303,8.4,12.86,1.41
H025,Residential,6,7,2023-10-31,304,11.0,11.58,1.33
H025,Residential,6,7,2023-11-01,305,13.0,11.9,1.16
H025,Residential,6,7,2023-11-02,306,9.0,15.05,1.61
H025,Residential,6,7,2023-11-03,307,14.4,12.0,1.35
H025,Residential,6,7,2023-11-04,308,12.3,13.83,1.51
H025,Residential,6,7,2023-11-05,309,13.0,13.16,1.54
H025,Residential,6,7,2023-11-06,310,10.4,12.41,1.33
H025,Residential,6,7,2023-11-07,311,12.8,10.74,1.12
H025,Residential,6,7,2023-11-08,312,13.1,11.5,0.97
H025,Residential,6,7,2023-11-09,313,11.5,13.82,1.49
H025,Residential,6,7,2023-11-10,314,11.5,13.54,1.48
H025,Residential,6,7,2023-11-11,315,11.4,13.56,1.54
H025,Residential,6,7,2023-11-12,316,9.3,14.91,1.45
H025,Residential,6,7,2023-11-13,317,10.5,13.34,1.39
H025,Residential,6,7,2023-11-14,318,10.4,12.75,1.16
H025,Residential,6,7,2023-11-15,319,11.3,10.83,0.98
H025,Residential,6,7,2023-11-16,320,12.3,14.07,1.53
H025,Residential,6,7,2023-11-17,321,8.6,13.76,1.58
H025,Residential,6,7,2023-11-18,322,10.2,13.3,1.53
H025,Residential,6,7,2023-11-19,323,13.0,12.12,1.31
H025,Residential,6,7,2023-11-20,324,8.9,15.84,1.92
H025,Residential,6,7,2023-11-21,325,8.7,15.23,1.54
H025,Residential,6,7,2023-11-22,326,10.5,12.67,1.41
H025,Residential,6,7,2023-11-23,327,11.6,13.34,1.24
H025,Residential,6,7,2023-11-24,328,10.1,14.93,1.16
H025,Residential,6,7,2023-11-25,329,12.4,13.53,1.36
H025,Residential,6,7,2023-11-26,330,11.5,12.93,1.33
H025,Residential,6,7,2023-11-27,331,11.4,10.13,1.08
H025,Residential,6,7,2023-11-28,332,10.8,14.66,1.5
H025,Residential,6,7,2023-11-29,333,14.0,10.69,1.15
H025,Residential,6,7,2023-11-30,334,9.4,11.03,1.31
H025,Residential,6,7,2023-12-01,335,6.1,12.25,1.35
H025,Residential,6,7,2023-12-02,336,12.6,11.89,1.16
H025,Residential,6,7,2023-12-03,337,8.8,14.49,1.21
H025,Residential,6,7,2023-12-04,338,9.8,14.97,1.43
H025,Residential,6,7,2023-12-05,339,12.0,13.02,1.5
H025,Residential,6,7,2023-12-06,340,6.7,17.24,1.72
H025,Residential,6,7,2023-12-07,341,7.3,13.85,1.52
H025,Residential,6,7,2023-12-08,342,6.7,14.35,1.57
H025,Residential,6,7,2023-12-09,343,8.1,12.04,1.25
H025,Residential,6,7,2023-12-10,344,10.3,12.46,1.29
H025,Residential,6,7,2023-12-11,345,10.5,10.46,1.03
H025,Residential,6,7,2023-12-12,346,10.0,11.55,1.42
H025,Residential,6,7,2023-12-13,347,7.0,15.48,1.49
H025,Residential,6,7,2023-12-14,348,5.3,12.72,1.44
H025,Residential,6,7,2023-12-15,349,9.6,11.35,1.26
H025,Residential,6,7,2023-12-16,350,8.7,11.99,1.31
H025,Residential,6,7,2023-12-17,351,10.3,14.25,1.47
H025,Residential,6,7,2023-12-18,352,10.8,15.17,1.39
H025,Residential,6,7,2023-12-19,353,9.8,13.32,1.26
H025,Residential,6,7,2023-12-20,354,10.9,14.22,1.39
H025,Residential,6,7,2023-12-21,355,10.0,11.79,1.26
H025,Residential,6,7,2023-12-22,356,10.6,14.72,1.64
H025,Residential,6,7,2023-12-23,357,8.4,13.63,1.46
H025,Residential,6,7,2023-12-24,358,9.3,14.52,1.54
H025,Residential,6,7,2023-12-25,359,10.0,13.3,1.5
H025,Residential,6,7,2023-12-26,360,11.2,10.41,0.9
H025,Residential,6,7,2023-12-27,361,9.0,12.52,1.07
H025,Residential,6,7,2023-12-28,362,10.7,13.29,1.21
H025,Residential,6,7,2023-12-29,363,9.4,11.06,1.24
H025,Residential,6,7,2023-12-30,364,9.7,14.55,1.27
H025,Residential,6,7,2023-12-31,365,11.4,11.0,1.14
H025,Residential,6,7,2024-01-01,1,6.4,15.62,1.51
H025,Residential,6,7,2024-01-02,2,7.7,12.33,1.3
H025,Residential,6,7,2024-01-03,3,7.4,15.03,1.55
H025,Residential,6,7,2024-01-04,4,5.9,16.27,1.73
H025,Residential,6,7,2024-01-05,5,9.0,13.5,1.36
H025,Residential,6,7,2024-01-06,6,11.6,13.27,1.46
H025,Residential,6,7,2024-01-07,7,9.8,15.41,1.79
H025,Residential,6,7,2024-01-08,8,10.8,12.01,1.38
H025,Residential,6,7,2024-01-09,9,12.4,11.79,1.19
H025,Residential,6,7,2024-01-10,10,12.9,13.07,1.27
H025,Residential,6,7,2024-01-11,11,10.5,13.7,1.45
H025,Residential,6,7,2024-01-12,12,13.1,11.92,1.44
H025,Residential,6,7,2024-01-13,13,10.9,11.99,1.24
H025,Residential,6,7,2024-01-14,14,9.4,14.9,1.66
H025,Residential,6,7,2024-01-15,15,9.9,11.72,1.3
H025,Residential,6,7,2024-01-16,16,8.4,17.16,1.9
H025,Residential,6,7,2024-01-17,17,9.5,11.92,1.37
H025,Residential,6,7,2024-01-18,18,10.6,11.66,1.09
H025,Residential,6,7,2024-01-19,19,12.8,12.74,1.22
H025,Residential,6,7,2024-01-20,20,14.5,13.03,1.36
H025,Residential,6,7,2024-01-21,21,9.0,12.4,1.42
H025,Residential,6,7,2024-01-22,22,12.3,14.6,1.67
H025,Residential,6,7,2024-01-23,23,9.8,13.86,1.44
H025,Residential,6,7,2024-01-24,24,12.7,12.04,1.35
H025,Residential,6,7,2024-01-25,25,11.7,13.19,1.33
H025,Residential,6,7,2024-01-26,26,8.7,15.53,1.51
H025,Residential,6,7,2024-01-27,27,13.8,14.61,1.36
H025,Residential,6,7,2024-01-28,28,11.2,13.13,1.35
H025,Residential,6,7,2024-01-29,29,11.4,11.18,1.13
H025,Residential,6,7,2024-01-30,30,10.6,11.46,1.29
H025,Residential,6,7,2024-01-31,31,11.4,11.0,1.2
H025,Residential,6,7,2024-02-01,32,13.5,11.3,1.18
H025,Residential,6,7,2024-02-02,33,12.5,12.46,1.3
H025,Residential,6,7,2024-02-03,34,13.6,12.92,1.3
H025,Residential,6,7,2024-02-04,35,13.8,13.33,1.19
H025,Residential,6,7,2024-02-05,36,15.6,9.08,0.86
H025,Residential,6,7,2024-02-06,37,12.8,12.3,1.36
H025,Residential,6,7,2024-02-07,38,10.9,13.59,1.4
H025,Residential,6,7,2024-02-08,39,15.6,8.23,0.77
H025,Residential,6,7,2024-02-09,40,13.2,12.73,1.47
H025,Residential,6,7,2024-02-10,41,15.9,15.2,1.8
H025,Residential,6,7,2024-02-11,42,14.8,12.58,1.44
H025,Residential,6,7,2024-02-12,43,14.0,12.29,1.32
H025,Residential,6,7,2024-02-13,44,15.0,11.3,1.2
H025,Residential,6,7,2024-02-14,45,18.0,11.2,1.16
H025,Residential,6,7,2024-02-15,46,18.4,12.63,1.33
H025,Residential,6,7,2024-02-16,47,14.9,11.24,1.23
H025,Residential,6,7,2024-02-17,48,15.2,13.59,1.5
H025,Residential,6,7,2024-02-18,49,17.0,11.63,1.25
H025,Residential,6,7,2024-02-19,50,13.7,13.97,1.07
H025,Residential,6,7,2024-02-20,51,16.0,12.58,1.43
H025,Residential,6,7,2024-02-21,52,15.5,11.69,1.24
H025,Residential,6,7,2024-02-22,53,16.2,11.43,1.06
H025,Residential,6,7,2024-02-23,54,14.3,11.46,1.21
H025,Residential,6,7,2024-02-24,55,13.1,14.08,1.5
H025,Residential,6,7,2024-02-25,56,12.4,11.72,1.07
H025,Residential,6,7,2024-02-26,57,14.3,11.96,1.18
H025,Residential,6,7,2024-02-27,58,15.6,11.23,1.07
H025,Residential,6,7,2024-02-28,59,16.1,9.8,0.94
H025,Residential,6,7,2024-02-29,60,20.3,11.19,1.22
H025,Residential,6,7,2024-03-01,61,18.9,9.28,0.92
H025,Residential,6,7,2024-03-02,62,15.4,11.54,1.21
H025,Residential,6,7,2024-03-03,63,17.9,11.69,1.29
H025,Residential,6,7,2024-03-04,64,16.7,11.36,1.14
H025,Residential,6,7,2024-03-05,65,17.1,11.26,1.25
H025,Residential,6,7,2024-03-06,66,18.1,10.0,1.15
H025,Residential,6,7,2024-03-07,67,19.0,12.1,1.35
H025,Residential,6,7,2024-03-08,68,17.5,10.04,1.1
H025,Residential,6,7,2024-03-09,69,20.1,12.31,1.37
H025,Residential,6,7,2024-03-10,70,16.3,12.73,1.37
H025,Residential,6,7,2024-03-11,71,18.6,9.27,1.03
H025,Residential,6,7,2024-03-12,72,23.4,10.5,0.99
H025,Residential,6,7,2024-03-13,73,19.3,10.4,1.08
H025,Residential,6,7,2024-03-14,74,21.6,11.25,1.21
H025,Residential,6,7,2024-03-15,75,19.4,9.92,1.03
H025,Residential,6,7,2024-03-16,76,20.4,10.16,1.27
H025,Residential,6,7,2024-03-17,77,19.4,10.89,1.12
H025,Residential,6,7,2024-03-18,78,19.4,10.34,0.92
H025,Residential,6,7,2024-03-19,79,18.5,10.79,1.13
H025,Residential,6,7,2024-03-20,80,20.8,11.93,1.32
H025,Residential,6,7,2024-03-21,81,18.6,9.18,0.89
H025,Residential,6,7,2024-03-22,82,21.5,10.83,1.12
H025,Residential,6,7,2024-03-23,83,22.5,10.82,1.12
H025,Residential,6,7,2024-03-24,84,21.3,10.98,1.14
H025,Residential,6,7,2024-03-25,85,20.3,10.31,1.02
H025,Residential,6,7,2024-03-26,86,21.8,9.66,1.09
H025,Residential,6,7,2024-03-27,87,20.6,11.38,1.39
H025,Residential,6,7,2024-03-28,88,23.0,13.98,1.36
H025,Residential,6,7,2024-03-29,89,18.2,10.84,1.01
H025,Residential,6,7,2024-03-30,90,21.0,10.66,1.07
H025,Residential,6,7,2024-03-31,91,18.2,10.15,1.18
H025,Residential,6,7,2024-04-01,92,19.2,11.97,1.22
H025,Residential,6,7,2024-04-02,93,24.5,9.99,1.07
H025,Residential,6,7,2024-04-03,94,23.9,12.37,1.19
H025,Residential,6,7,2024-04-04,95,21.1,9.16,1.09
H025,Residential,6,7,2024-04-05,96,19.8,11.16,1.14
H025,Residential,6,7,2024-04-06,97,17.4,12.35,1.31
H025,Residential,6,7,2024-04-07,98,21.9,11.78,1.15
H025,Residential,6,7,2024-04-08,99,27.4,11.71,1.13
H025,Residential,6,7,2024-04-09,100,23.9,11.24,1.17
H025,Residential,6,7,2024-04-10,101,22.3,12.21,1.28
H025,Residential,6,7,2024-04-11,102,24.3,9.86,1.1
H025,Residential,6,7,2024-04-12,103,20.8,10.24,0.92
H025,Residential,6,7,2024-04-13,104,23.2,11.03,1.06
H025,Residential,6,7,2024-04-14,105,24.0,12.57,1.24
H025,Residential,6,7,2024-04-15,106,23.9,11.46,1.21
H025,Residential,6,7,2024-04-16,107,25.6,11.7,1.11
H025,Residential,6,7,2024-04-17,108,24.9,10.75,1.11
H025,Residential,6,7,2024-04-18,109,25.6,11.84,1.17
H025,Residential,6,7,2024-04-19,110,23.3,9.25,0.95
H025,Residential,6,7,2024-04-20,111,26.3,11.03,1.08
H025,Residential,6,7,2024-04-21,112,27.7,10.71,1.03
H025,Residential,6,7,2024-04-22,113,23.2,10.43,1.11
H025,Residential,6,7,2024-04-23,114,23.5,10.6,1.2
H025,Residential,6,7,2024-04-24,115,27.6,11.55,1.28
H025,Residential,6,7,2024-04-25,116,25.0,11.21,1.27
H025,Residential,6,7,2024-04-26,117,28.0,12.26,1.4
H025,Residential,6,7,2024-04-27,118,24.8,9.1,0.94
H025,Residential,6,7,2024-04-28,119,28.3,12.58,1.51
H025,Residential,6,7,2024-04-29,120,26.0,10.24,1.13
H025,Residential,6,7,2024-04-30,121,26.4,12.39,1.19
H025,Residential,6,7,2024-05-01,122,28.8,10.49,1.03
H025,Residential,6,7,2024-05-02,123,25.5,11.35,1.2
H025,Residential,6,7,2024-05-03,124,24.5,9.77,1.09
H025,Residential,6,7,2024-05-04,125,25.5,10.1,1.03
H025,Residential,6,7,2024-05-05,126,27.3,11.59,1.11
H025,Residential,6,7,2024-05-06,127,23.7,8.03,0.89
H025,Residential,6,7,2024-05-07,128,27.8,9.62,0.91
H025,Residential,6,7,2024-05-08,129,25.8,11.79,1.26
H025,Residential,6,7,2024-05-09,130,28.9,10.5,1.1
H025,Residential,6,7,2024-05-10,131,22.6,9.98,0.93
H025,Residential,6,7,2024-05-11,132,25.6,13.25,1.58
H025,Residential,6,7,2024-05-12,133,24.1,13.0,1.36
H025,Residential,6,7,2024-05-13,134,25.7,10.95,1.03
H025,Residential,6,7,2024-05-14,135,27.7,12.34,1.29
H025,Residential,6,7,2024-05-15,136,27.0,12.61,1.13
H025,Residential,6,7,2024-05-16,137,27.0,10.93,1.17
H025,Residential,6,7,2024-05-17,138,27.2,10.39,1.16
H025,Residential,6,7,2024-05-18,139,27.9,11.6,1.47
H025,Residential,6,7,2024-05-19,140,25.8,9.36,0.98
H025,Residential,6,7,2024-05-20,141,29.0,11.57,1.14
H025,Residential,6,7,2024-05-21,142,29.0,10.59,1.12
H025,Residential,6,7,2024-05-22,143,28.5,11.01,1.28
H025,Residential,6,7,2024-05-23,144,28.9,11.0,1.19
H025,Residential,6,7,2024-05-24,145,28.5,10.02,1.11
H025,Residential,6,7,2024-05-25,146,31.7,11.65,1.29
H025,Residential,6,7,2024-05-26,147,27.9,9.46,1.03
H025,Residential,6,7,2024-05-27,148,27.5,10.42,0.96
H025,Residential,6,7,2024-05-28,149,26.8,9.73,0.9
H025,Residential,6,7,2024-05-29,150,26.3,9.99,0.91
H025,Residential,6,7,2024-05-30,151,26.0,8.48,0.8
H025,Residential,6,7,2024-05-31,152,26.7,10.48,1.0
H025,Residential,6,7,2024-06-01,153,28.2,12.06,1.44
H025,Residential,6,7,2024-06-02,154,28.9,11.14,1.1
H025,Residential,6,7,2024-06-03,155,28.5,12.14,1.27
H025,Residential,6,7,2024-06-04,156,27.0,9.91,1.01
H025,Residential,6,7,2024-06-05,157,30.0,10.43,1.1
H025,Residential,6,7,2024-06-06,158,29.8,11.95,1.25
H025,Residential,6,7,2024-06-07,159,28.2,10.86,1.02
H025,Residential,6,7,2024-06-08,160,27.3,11.71,1.28
H025,Residential,6,7,2024-06-09,161,29.5,13.27,1.31
H025,Residential,6,7,2024-06-10,162,28.8,10.67,1.05
H025,Residential,6,7,2024-06-11,163,25.9,10.42,1.06
H025,Residential,6,7,2024-06-12,164,28.4,9.86,1.09
H025,Residential,6,7,2024-06-13,165,29.0,10.63,1.05
H025,Residential,6,7,2024-06-14,166,26.9,12.07,1.27
H025,Residential,6,7,2024-06-15,167,28.8,12.16,1.31
H025,Residential,6,7,2024-06-16,168,25.9,12.52,1.33
H025,Residential,6,7,2024-06-17,169,30.9,11.44,1.21
H025,Residential,6,7,2024-06-18,170,30.7,8.55,0.79
H025,Residential,6,7,2024-06-19,171,28.0,11.64,1.22
H025,Residential,6,7,2024-06-20,172,29.1,11.06,1.07
H025,Residential,6,7,2024-06-21,173,24.1,10.95,0.98
H025,Residential,6,7,2024-06-22,174,26.3,12.9,1.29
H025,Residential,6,7,2024-06-23,175,27.8,10.65,1.06
H025,Residential,6,7,2024-06-24,176,26.4,11.58,1.49
H025,Residential,6,7,2024-06-25,177,29.6,9.77,1.1
H025,Residential,6,7,2024-06-26,178,31.9,9.46,1.05
H025,Residential,6,7,2024-06-27,179,26.1,10.29,1.04
H025,Residential,6,7,2024-06-28,180,26.7,10.61,1.09
H025,Residential,6,7,2024-06-29,181,28.6,12.13,1.52
H025,Residential,6,7,2024-06-30,182,31.0,9.84,0.97
H025,Residential,6,7,2024-07-01,183,25.8,12.6,1.34
H025,Residential,6,7,2024-07-02,184,28.4,9.89,1.18
H025,Residential,6,7,2024-07-03,185,31.2,10.98,1.08
H025,Residential,6,7,2024-07-04,186,24.9,10.96,1.16
H025,Residential,6,7,2024-07-05,187,25.5,11.28,1.17
H025,Residential,6,7,2024-07-06,188,27.0,12.02,1.16
H025,Residential,6,7,2024-07-07,189,26.8,13.43,1.49
H025,Residential,6,7,2024-07-08,190,29.1,10.29,0.98
H025,Residential,6,7,2024-07-09,191,28.0,11.29,1.25
H025,Residential,6,7,2024-07-10,192,24.3,10.86,1.17
H025,Residential,6,7,2024-07-11,193,28.3,12.03,1.34
